name,kind,loc,place,used,copies,tags,modified,size_kb,path
Envelope MIDI,MIDI Effect,Live factory,Built-in,7,1,Devices|Modulator,2026-07-14,491,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Effects/Envelope MIDI/Ableton Folder Info/Envelope MIDI.amxd
Euclidean,Max Note Generator,Live factory,Built-in,0,1,,2026-03-06,318,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Tools/Generators/Euclidean/Euclidean.amxd
Excite,Audio Effect,User Library,User Library,2,1,,2024-08-15,65,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Excite.amxd
Expression Control,MIDI Effect,Live factory,Built-in,3,2,Devices|Modulator,2026-07-14,600,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Effects/Expression Control/Expression Control/Ableton Folder Info/Expression Control.amxd
Expression Control Legacy,MIDI Effect,Live factory,Built-in,1,1,,2026-03-06,490,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Effects/Expression Control/Expression Control Legacy/Ableton Folder Info/Expression Control Legacy.amxd
Expressive Chords,MIDI Effect,Pack,Expressive Chords,55,1,Devices|Generative,2025-11-26,1872,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Expressive Chords/Expressive Chords/Ableton Folder Info/Expressive Chords.amxd
Expressive Chords 1.1,MIDI Effect,User Library,User Library,2,2,,2025-12-23,1858,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Expressive Chords 1.1.amxd
EYESYNTH,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,438,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/EYESYNTH.amxd
False Memory v0.4,Audio Effect,User Library,User Library,2,1,,2026-08-05,384,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/False Memory v0.4.amxd
Filler,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,71,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 1 - Tour/Devices/Filler.amxd
Filter,Audio Effect,User Library,User Library,2,1,,2024-08-15,50,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Filter.amxd
Filter Drum Machine 1.0,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,162,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Filter Drum Machine 1.0.amxd
Filter Glass,Audio Effect,User Library,User Library,5,4,,2025-02-07,40,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Filter Glass.amxd
FilterStereoDelays,Audio Effect,Project copy,Remote Music,1,1,,2026-02-15,291,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/FilterDelayDemo Project/MAX Audio FX/Delay/FilterStereoDelays.amxd
Flanger,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,64,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Flanger/Devices/Flanger.amxd
Flow Demo,MIDI Effect,User Library,User Library,7,1,,2023-09-28,739,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Devices/Flow Demo/Flow Demo.amxd
FM SAMPLER,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,75,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/FM SAMPLER.amxd
FM Waveform 2.0,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,75,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/FM Waveform 2.0.amxd
Fractal Filters,Audio Effect,Elsewhere on disk,Remote Music,3,3,,2024-08-15,375,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/Fractal Filters.amxd
Friend,Instrument,User Library,User Library,2,1,,2026-06-03,2887,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Friend.amxd
Fuses,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,203,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Fuses.amxd
Game of Live,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,47,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Push/Game of Live/Game of Live.amxd
Gated Delay,Audio Effect,Pack,Creative Extensions,15,2,Devices|Modulation,2025-05-25,392,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Creative Extensions/Audio Effects/Gated Delay/Ableton Folder Info/Gated Delay.amxd
Geiger LFO,Audio Effect,User Library,User Library,2,1,,2025-04-26,1455,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Geiger LFO.amxd
Gem,Instrument,Project copy,Remote Music,25,1,,2026-06-22,998,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/Opal Project/Gem.amxd
GLITCH LOOP,Audio Effect,User Library,User Library,4,3,,2025-02-07,2811,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/GLITCH LOOP.amxd
Glitchera,Audio Effect,User Library,User Library,2,1,,2026-01-16,76,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Glitchera.amxd
Grain Cloud Simpler,Instrument,Pack,Building Max Devices,1,1,,2025-11-20,82,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Instruments/Grain Cloud Simpler/Devices/Grain Cloud Simpler.amxd
GrainFreeze,Audio Effect,User Library,User Library,2,1,,2024-01-27,276,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/GrainFreeze.amxd
Granulator II,Instrument,Pack,M4L Granulator II,13,1,,2025-05-25,1207,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/M4L Granulator II/Granulator II/Granulator II.amxd
Granulator III,Instrument,Pack,Granulator III,66,4,Devices|Synthesizer|Granular,2025-05-25,22581,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Granulator III/Granulator III/Ableton Folder Info/Granulator III.amxd
GranulatorFollow II,Instrument,Pack,M4L Granulator II,1,1,,2025-05-25,594,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/M4L Granulator II/Granulator II/GranulatorFollow II.amxd
GranulatorInput II,Audio Effect,Pack,M4L Granulator II,1,1,,2025-05-25,105,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/M4L Granulator II/Granulator II/GranulatorInput II.amxd
Graphic Sequencer,MIDI Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,76,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Graphic Sequencer.amxd
Group Start,MIDI Effect,Pack,String Quartet by Spitfire Audio,2,2,,2025-05-25,74,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/String Quartet by Spitfire Audio/Utility/Group Start.amxd
HarmoAdaptFilter J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,283,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/AdaptFilter/HarmoAdaptFilter J74.amxd
HarmoChord J74,MIDI Effect,User Library,User Library,2,2,,2025-12-23,794,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/HarmoChord J74.amxd
HarmoChordBass J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,186,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Other Devices/HarmoChordBass J74.amxd
HarmoChordFilter J74,MIDI Effect,User Library,User Library,2,2,,2025-12-23,384,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/HarmoChordFilter J74.amxd
HarmoChordFilterAPI J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,187,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Legacy Devices/HarmoChordFilterAPI J74.amxd
HarmoChordNotesOut J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,136,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Network/HarmoChordNotesOut J74.amxd
HarmoChordRecv J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,11,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Network/HarmoChordRecv J74.amxd
HarmoChordSend J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,19,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Network/HarmoChordSend J74.amxd
HarmoDisplay J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,43,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Display/HarmoDisplay J74.amxd
HarmoDisplayGuitar J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1486,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Guitar/HarmoDisplayGuitar J74.amxd
HarmoGuessScale J74,MIDI Effect,User Library,User Library,2,2,,2025-12-23,1396,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Guess/HarmoGuessScale J74.amxd
Harmonic Drone Generator,Instrument,Pack,Drone Lab,5,1,,2025-05-25,423,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Drone Lab/Instruments/Harmonic Drone Generator/Harmonic Drone Generator.amxd
HarmoPadFilter J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,392,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Other Devices/HarmoPadFilter J74.amxd
HarmoScale J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,55,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/HarmoScale J74.amxd
HarmoScale2Chords J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1850,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Scale2Chords/HarmoScale2Chords J74.amxd
HarmoScaleFilter J74,MIDI Effect,User Library,User Library,2,2,,2025-12-23,317,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/HarmoScaleFilter J74.amxd
HarmoScaleFilterAPI J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,188,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Legacy Devices/HarmoScaleFilterAPI J74.amxd
HarmoScaleRecv J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,11,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Network/HarmoScaleRecv J74.amxd
HarmoScaleSend J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,19,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Network/HarmoScaleSend J74.amxd
HarmoTonicFilter J74,MIDI Effect,User Library,User Library,1,1,,2025-12-23,66,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 HarmoTools - Max for Live patches for Ableton Live/Other Devices/HarmoTonicFilter J74.amxd
Hocket 2,MIDI Effect,User Library,User Library,2,2,,2025-12-23,496,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Hocket 2.amxd
html instruments,Instrument,User Library,User Library,3,2,,2026-07-21,1848,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/html instruments.amxd
Human LFO,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,83,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 2 - Introduction/Devices/Human LFO.amxd
Humanizer,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,44,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/MIDI effects/Humanizer/Devices/Humanizer.amxd
ICEBERG,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,4566,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/ICEBERG.amxd
Image2Wavetable,Audio Effect,User Library,User Library,3,2,,2024-08-15,1973,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Image2Wavetable.amxd
Image2Wavetable-1,Audio Effect,User Library,User Library,1,1,,2024-09-14,1973,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Image2Wavetable-1.amxd
Inflation,Audio Effect,User Library,User Library,3,2,,2025-08-03,194,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Inflation.amxd
Inflation(OS),Audio Effect,User Library,User Library,3,2,,2025-08-03,223,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Inflation(OS).amxd
Instant Haus,MIDI Effect,Pack,Max for Live Essentials,1,1,,2025-10-22,811,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Midi Effect/Instant Haus.amxd
Introduction,Instrument,Pack,Building Max Devices,1,1,,2025-11-20,2,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 3 - Lessons/7 Final result/Devices/Introduction.amxd
IR Measurement Device,Audio Effect,Pack,Convolution Reverb,3,2,Devices|Utility,2025-05-25,2087,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Convolution Reverb/IR Measurement Device/Ableton Folder Info/IR Measurement Device.amxd
Irrational Delay,Audio Effect,User Library,User Library,4,3,,2025-02-07,3823,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Irrational Delay.amxd
j11-tone-Resonator v1,Audio Effect,User Library,User Library,3,1,,2025-06-07,768,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/j11-tone-Resonator v1.amxd
j90 1.5,Audio Effect,User Library,User Library,2,1,,2025-06-07,360,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/j90 1.5.amxd
j90 1.7,Audio Effect,User Library,User Library,2,1,,2025-12-14,32,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/j90 1.7.amxd
jBBL v3.3,Audio Effect,User Library,User Library,2,1,,2025-06-07,672,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jBBL v3.3.amxd
jBi-Phase v2.7,Audio Effect,User Library,User Library,2,1,,2025-06-07,546,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jBi-Phase v2.7.amxd
jChorus-6 v1.3,Audio Effect,User Library,User Library,2,1,,2025-06-07,241,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jChorus-6 v1.3.amxd
jChorus-6 v1.4,Audio Effect,User Library,User Library,2,1,,2025-12-14,237,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jChorus-6 v1.4.amxd
jDisperser3 v1.1,Audio Effect,User Library,User Library,2,1,,2025-06-07,764,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jDisperser3 v1.1.amxd
JG.MultibandDelay,Audio Effect,User Library,User Library,2,1,,2025-05-25,2383,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/JG.MultibandDelay.amxd
JG.SpectralDelay,Audio Effect,User Library,User Library,2,1,,2025-05-25,1603,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/JG.SpectralDelay.amxd
jKnob v1.6,Audio Effect,User Library,User Library,2,1,,2025-06-07,148,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jKnob v1.6.amxd
jL3v3ll3r v1.4,Audio Effect,User Library,User Library,2,1,,2025-06-07,429,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jL3v3ll3r v1.4.amxd
jLeslie v2.8,Audio Effect,User Library,User Library,2,1,,2025-06-07,625,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jLeslie v2.8.amxd
jMackie-Feedback v4.0,Audio Effect,User Library,User Library,2,1,,2025-06-07,460,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jMackie-Feedback v4.0.amxd
jOdyssey v5.2,Instrument,User Library,User Library,2,1,,2025-06-07,1179,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/jOdyssey v5.2.amxd
jOdyssey v6.0,Instrument,User Library,User Library,2,1,,2025-12-14,1185,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/jOdyssey v6.0.amxd
jPalme v1.2,Audio Effect,User Library,User Library,2,1,,2025-06-07,625,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jPalme v1.2.amxd
jPalme3 v1.2,Audio Effect,User Library,User Library,2,1,,2025-12-14,86,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jPalme3 v1.2.amxd
jPro v1.2,Instrument,User Library,User Library,2,1,,2025-12-14,324,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/jPro v1.2.amxd
jRat v2.0,Audio Effect,User Library,User Library,2,1,,2025-06-07,173,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jRat v2.0.amxd
jRat v3.1,Audio Effect,User Library,User Library,2,1,,2025-12-14,11029,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jRat v3.1.amxd
JSON Video,Audio Effect,Pack,Connection Kit,1,1,,2025-05-25,72,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/JSON Video.amxd
JSON Weather,Audio Effect,Pack,Connection Kit,1,1,,2025-05-25,191,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/JSON Weather.amxd
jSpring-Tank v1.3,Audio Effect,User Library,User Library,2,1,,2025-12-14,41,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jSpring-Tank v1.3.amxd
jTap 3.1,Audio Effect,User Library,User Library,2,1,,2025-06-07,278,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/jTap 3.1.amxd
Key-Detector,MIDI Effect,User Library,User Library,2,1,,2026-04-19,4,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/MIDI Effects/Max MIDI Effect/Key-Detector.amxd
KGlitch,Audio Effect,User Library,User Library,2,1,,2026-01-16,84,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/KGlitch.amxd
L.ObliqueStrategies.v1.2,MIDI Effect,User Library,User Library,1,1,,2025-12-23,26,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/L.ObliqueStrategies.v1.2.amxd
Labyrinth Seq 1.0.0,MIDI Effect,User Library,User Library,1,1,,2025-12-23,423,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Labyrinth Seq 1.0.0.amxd
LanzaroteVerb,Audio Effect,Project copy,Remote Music,1,1,,2026-02-16,144,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/LanzaroteVerbDemo Project/MAX Audio FX/Reverb/LanzaroteVerb.amxd
Launcher,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,56,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 3 - Lessons/4 Controlling Live/Devices/Launcher.amxd
Learn Chords,Audio Effect,User Library,User Library,1,1,,2025-12-23,129,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 - JC - Learn/Learn Chords.amxd
Learn Scales,Audio Effect,User Library,User Library,1,1,,2025-12-23,181,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/J74HarmoTools_v1_stal_5231/J74 - JC - Learn/Learn Scales.amxd
LEGO MINDSTORMS EV3,MIDI Effect,Pack,Connection Kit,1,1,,2025-05-25,1473,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/LEGO MINDSTORMS EV3.amxd
LFO,Audio Effect,Live factory,Built-in,11,2,Devices|Modulator,2026-07-14,530,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/Audio Effects/LFO/Ableton Folder Info/LFO.amxd
LFO MIDI,MIDI Effect,Pack,Max for Live Essentials,1,1,,2025-10-22,495,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Midi Effect/Control Devices MIDI/LFO MIDI.amxd
LFO Random,Audio Effect,User Library,User Library,2,1,,2024-07-15,1063,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/LFO Random.amxd
LFO Random-1,Audio Effect,User Library,User Library,2,2,,2024-07-15,1063,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/LFO Random-1.amxd
Limiter,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,27,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Limiter/Devices/Limiter.amxd
littleBits,Audio Effect,Pack,Connection Kit,1,1,,2025-05-25,1921,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/littleBits.amxd
LiveCrusher,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2024-08-30,74,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/LiveCrusher 1.0/LiveCrusher.amxd
Lode,Instrument,User Library,User Library,4,3,,2026-06-21,162,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Lode.amxd
LoFi_ver2_w_Stereo,Audio Effect,Elsewhere on disk,Remote Music,2,2,,2023-12-29,189,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/LoFi_v3_w_Stereo/LoFi_ver2_w_Stereo.amxd
Logistic Mod,Audio Effect,Elsewhere on disk,Remote Music,4,4,,2024-08-15,384,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/Logistic Mod.amxd
Lood,Instrument,User Library,User Library,2,1,,2026-06-21,161,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Lood.amxd
Looper,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,136,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Looper/Devices/Looper.amxd
M2TM Chords,Max Note Generator,User Library,User Library,0,3,,2025-06-11,200,//Volumes/Crucial X9/Remote Music/Ableton/User Library/MIDI Tools/Max Generators/M2TM Chords.amxd
M2TM Chords DV,MIDI Effect,User Library,User Library,2,2,,2025-12-23,209,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/M2TM Chords DV.amxd
M2TM Commands,Max Note Transformation,Elsewhere on disk,Remote Music,0,2,,2025-01-31,327,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/M2TM Commands.amxd
M2TM Notes,Max Note Generator,User Library,User Library,0,4,,2025-07-18,268,//Volumes/Crucial X9/Remote Music/Ableton/User Library/MIDI Tools/Max Generators/M2TM Notes.amxd
M2TM Progressions,Max Note Generator,User Library,User Library,0,2,,2025-06-11,246,//Volumes/Crucial X9/Remote Music/Ableton/User Library/MIDI Tools/Max Generators/M2TM Progressions.amxd
Macro Knob,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,179,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 1 - Tour/Devices/Macro Knob.amxd
Magnabelt v1.0,Instrument,User Library,User Library,3,2,,2026-08-17,246,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Magnabelt v1.0.amxd
Manual Tape v0.2.1,Instrument,User Library,User Library,3,2,,2026-08-11,73,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Manual Tape v0.2.1.amxd
Map8,Audio Effect,Pack,Max for Live Essentials,1,1,,2025-10-22,452,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Audio Effect/Control Devices/Map8.amxd
